nsamples r_UCB r_GRD r_UVB
64 0.0536728078908 0.0418529968169 0.0314085876684
128 0.0591564162856 0.0351411509262 0.023375329193
192 0.0485032219095 0.0320885376149 0.0214826963462
256 0.0480524547391 0.0305936196768 0.0218719807513
320 0.0443384416273 0.0277652432066 0.0196017098105
384 0.0420343756756 0.0266942088869 0.0161953087788
448 0.0423745155814 0.0255234231702 0.013536290624
512 0.0393990450124 0.0233281663948 0.013464200808
576 0.0393087818305 0.0221839679202 0.0130918027067
640 0.0375383189297 0.021534694365 0.0122590531718
704 0.0362875726444 0.0207735904606 0.0118212576903
768 0.0348804573154 0.0195485334872 0.0113522101826
832 0.0340510681163 0.019005410651 0.0106830676218
896 0.03337212573 0.0186185580736 0.010128798939
960 0.0315676782163 0.017205396025 0.00967182444978
1024 0.031864774789 0.0168549514472 0.00947112980364
1088 0.0303780330364 0.0161984346337 0.00910866117946
